1,0,1.780324935913086
1,0,1.7837228775024414
1,0,1.782954216003418
1,0,1.779710054397583
1,0,1.7757210731506348
1,0,1.7852871417999268
1,0,1.7989590167999268
1,0,1.817713975906372
1,0,1.8206908702850342
1,0,1.8061470985412598
2,1,0.9061310291290283
2,1,0.902310848236084
2,1,0.9257051944732666
2,1,0.9086010456085205
2,1,0.9317519664764404
2,1,0.9099018573760986
2,1,0.90494704246521
2,1,0.9037280082702637
2,1,0.9047279357910156
2,1,0.8960158824920654
4,2,0.4536900520324707
4,2,0.4532291889190674
4,2,0.4593179225921631
4,2,0.45354795455932617
4,2,0.45608997344970703
4,2,0.45583605766296387
4,2,0.4540841579437256
4,2,0.4513731002807617
4,2,0.45936012268066406
4,2,0.45186400413513184
8,3,0.22734785079956055
8,3,0.23229002952575684
8,3,0.23075199127197266
8,3,0.2290971279144287
8,3,0.2277531623840332
8,3,0.22779297828674316
8,3,0.2333528995513916
8,3,0.22663593292236328
8,3,0.23276996612548828
8,3,0.22644281387329102
16,4,0.11913895606994629
16,4,0.11868786811828613
16,4,0.1162118911743164
16,4,0.11637997627258301
16,4,0.11902093887329102
16,4,0.11895298957824707
16,4,0.1164710521697998
16,4,0.11675310134887695
16,4,0.11665797233581543
16,4,0.12401509284973145
32,5,0.06139206886291504
32,5,0.06221795082092285
32,5,0.06121397018432617
32,5,0.06113004684448242
32,5,0.0611271858215332
32,5,0.06176590919494629
32,5,0.06492805480957031
32,5,0.06350302696228027
32,5,0.06115293502807617
32,5,0.06133580207824707
64,6,0.03403592109680176
64,6,0.03418707847595215
64,6,0.034013986587524414
64,6,0.03393983840942383
64,6,0.0341029167175293
64,6,0.03617095947265625
64,6,0.03424382209777832
64,6,0.11822891235351562
64,6,0.042086124420166016
64,6,0.03404808044433594
128,7,0.020389080047607422
128,7,0.01973700523376465
128,7,0.020541906356811523
128,7,0.02093195915222168
128,7,0.020637989044189453
128,7,0.021262168884277344
128,7,0.022977828979492188
128,7,0.030890941619873047
128,7,0.03741598129272461
128,7,0.0292050838470459
256,8,0.020473003387451172
256,8,0.03671693801879883
256,8,0.03192305564880371
256,8,0.032141923904418945
256,8,0.030890941619873047
256,8,0.03611302375793457
256,8,0.03179597854614258
256,8,0.03213191032409668
256,8,0.03367495536804199
256,8,0.03737998008728027
512,9,0.029313087463378906
512,9,0.035224199295043945
512,9,0.03225898742675781
512,9,0.03491997718811035
512,9,0.034407854080200195
512,9,0.030936002731323242
512,9,0.032861948013305664
512,9,0.038726091384887695
512,9,0.033236026763916016
512,9,0.03905606269836426
1024,10,0.029035091400146484
1024,10,0.03197503089904785
1024,10,0.03113412857055664
1024,10,0.03856301307678223
1024,10,0.0317080020904541
1024,10,0.03107309341430664
1024,10,0.02592301368713379
1024,10,0.032189130783081055
1024,10,0.0311429500579834
1024,10,0.03252291679382324
2048,11,0.030379056930541992
2048,11,0.04353690147399902
2048,11,0.029001951217651367
2048,11,0.03345608711242676
2048,11,0.03328299522399902
2048,11,0.0300290584564209
2048,11,0.031797170639038086
2048,11,0.031517982482910156
2048,11,0.033657073974609375
2048,11,0.029989004135131836
4096,12,0.031655073165893555
4096,12,0.03179001808166504
4096,12,0.06173396110534668
4096,12,0.0071718692779541016
4096,12,0.04522705078125
4096,12,0.03229403495788574
4096,12,0.03404521942138672
4096,12,0.03202009201049805
4096,12,0.20101594924926758
4096,12,0.07261896133422852
8192,13,0.0068209171295166016
8192,13,0.008090019226074219
8192,13,0.007039070129394531
8192,13,0.0196230411529541
8192,13,0.03146219253540039
8192,13,0.029057979583740234
8192,13,0.03297710418701172
8192,13,0.03521299362182617
8192,13,0.03295493125915527
8192,13,0.03147292137145996
16384,14,0.030902862548828125
16384,14,0.031893014907836914
16384,14,0.03320813179016113
16384,14,0.02944493293762207
16384,14,0.03314208984375
16384,14,0.03184318542480469
16384,14,0.031501054763793945
16384,14,0.03219103813171387
16384,14,0.03223395347595215
16384,14,0.028769969940185547
32768,15,0.03344607353210449
32768,15,0.029180049896240234
32768,15,0.030192136764526367
32768,15,0.028521060943603516
32768,15,0.030223846435546875
32768,15,0.04232597351074219
32768,15,0.02910017967224121
32768,15,0.029875993728637695
32768,15,0.03078007698059082
32768,15,0.02880692481994629
65536,16,0.036441802978515625
65536,16,0.037531137466430664
65536,16,0.030128002166748047
65536,16,0.028483152389526367
65536,16,0.029799222946166992
65536,16,0.030247926712036133
65536,16,0.028571128845214844
65536,16,0.031207799911499023
65536,16,0.030707120895385742
65536,16,0.028521060943603516
131072,17,0.030209064483642578
131072,17,0.030260086059570312
131072,17,0.02839207649230957
131072,17,0.0303189754486084
131072,17,0.02994084358215332
131072,17,0.02847886085510254
131072,17,0.030345916748046875
131072,17,0.031442880630493164
131072,17,0.028764009475708008
131072,17,0.02974414825439453
262144,18,0.030479907989501953
262144,18,0.028463125228881836
262144,18,0.03013300895690918
262144,18,0.03030705451965332
262144,18,0.039819955825805664
262144,18,0.030221223831176758
262144,18,0.03136014938354492
262144,18,0.028680801391601562
262144,18,0.04062604904174805
262144,18,0.030480146408081055
